run,run_short,step,metric,key,value
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,11,Rollout correct ratio,wdl_sft/correct_ratio,0.392578125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,11,Gradient norm,actor/grad_norm,10.668280601501465
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,12,Rollout correct ratio,wdl_sft/correct_ratio,0.37109375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,12,Gradient norm,actor/grad_norm,8.899443626403809
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,13,Rollout correct ratio,wdl_sft/correct_ratio,0.34765625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,13,Gradient norm,actor/grad_norm,10.106863021850586
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,14,Rollout correct ratio,wdl_sft/correct_ratio,0.474609375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,14,Gradient norm,actor/grad_norm,8.450338363647461
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,15,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5060975609756098
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,15,MBPP+,val-core/MBPP+/acc/pass@1,0.5052910052910053
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,15,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,15,Rollout correct ratio,wdl_sft/correct_ratio,0.443359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,15,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,15,Gradient norm,actor/grad_norm,7.703128337860107
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,16,Rollout correct ratio,wdl_sft/correct_ratio,0.40625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,16,Gradient norm,actor/grad_norm,8.171092987060547
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,17,Rollout correct ratio,wdl_sft/correct_ratio,0.447265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,17,Gradient norm,actor/grad_norm,8.288741111755371
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,18,Rollout correct ratio,wdl_sft/correct_ratio,0.396484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,18,Gradient norm,actor/grad_norm,8.85193157196045
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,19,Rollout correct ratio,wdl_sft/correct_ratio,0.435546875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,19,Gradient norm,actor/grad_norm,9.066262245178223
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,20,HumanEval+,val-core/HumanEval+/acc/pass@1,0.49390243902439024
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,20,MBPP+,val-core/MBPP+/acc/pass@1,0.5079365079365079
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,20,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,20,Rollout correct ratio,wdl_sft/correct_ratio,0.421875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,20,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,20,Gradient norm,actor/grad_norm,7.273968696594238
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,21,Rollout correct ratio,wdl_sft/correct_ratio,0.3671875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,21,Gradient norm,actor/grad_norm,11.313986778259277
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,22,Rollout correct ratio,wdl_sft/correct_ratio,0.40234375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,22,Gradient norm,actor/grad_norm,8.41425609588623
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,23,Rollout correct ratio,wdl_sft/correct_ratio,0.404296875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,23,Gradient norm,actor/grad_norm,8.863039016723633
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,24,Rollout correct ratio,wdl_sft/correct_ratio,0.3984375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,24,Gradient norm,actor/grad_norm,8.164748191833496
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,25,HumanEval+,val-core/HumanEval+/acc/pass@1,0.49390243902439024
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,25,MBPP+,val-core/MBPP+/acc/pass@1,0.5132275132275133
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,25,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1328125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,25,Rollout correct ratio,wdl_sft/correct_ratio,0.36328125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,25,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,25,Gradient norm,actor/grad_norm,9.01928424835205
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,26,Rollout correct ratio,wdl_sft/correct_ratio,0.44140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,26,Gradient norm,actor/grad_norm,9.343976020812988
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,27,Rollout correct ratio,wdl_sft/correct_ratio,0.451171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,27,Gradient norm,actor/grad_norm,7.990726947784424
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,28,Rollout correct ratio,wdl_sft/correct_ratio,0.3515625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,28,Gradient norm,actor/grad_norm,9.554194450378418
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,29,Rollout correct ratio,wdl_sft/correct_ratio,0.39453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,29,Gradient norm,actor/grad_norm,9.001014709472656
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,30,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5121951219512195
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,30,MBPP+,val-core/MBPP+/acc/pass@1,0.4973544973544973
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,30,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1640625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,30,Rollout correct ratio,wdl_sft/correct_ratio,0.37109375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,30,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,30,Gradient norm,actor/grad_norm,9.79287052154541
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,31,Rollout correct ratio,wdl_sft/correct_ratio,0.44140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,31,Gradient norm,actor/grad_norm,7.138876914978027
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,32,Rollout correct ratio,wdl_sft/correct_ratio,0.42578125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,32,Gradient norm,actor/grad_norm,8.680253028869629
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,33,Rollout correct ratio,wdl_sft/correct_ratio,0.458984375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,33,Gradient norm,actor/grad_norm,8.131369590759277
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,34,Rollout correct ratio,wdl_sft/correct_ratio,0.404296875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,34,Gradient norm,actor/grad_norm,8.825767517089844
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,35,HumanEval+,val-core/HumanEval+/acc/pass@1,0.47560975609756095
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,35,MBPP+,val-core/MBPP+/acc/pass@1,0.5264550264550265
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,35,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,35,Rollout correct ratio,wdl_sft/correct_ratio,0.41796875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,35,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,35,Gradient norm,actor/grad_norm,8.151928901672363
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,36,Rollout correct ratio,wdl_sft/correct_ratio,0.40625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,36,Gradient norm,actor/grad_norm,9.303194999694824
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,37,Rollout correct ratio,wdl_sft/correct_ratio,0.517578125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,37,Gradient norm,actor/grad_norm,7.2761969566345215
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,38,Rollout correct ratio,wdl_sft/correct_ratio,0.35546875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,38,Gradient norm,actor/grad_norm,9.580682754516602
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,39,Rollout correct ratio,wdl_sft/correct_ratio,0.458984375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,39,Gradient norm,actor/grad_norm,8.208903312683105
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,40,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5060975609756098
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,40,MBPP+,val-core/MBPP+/acc/pass@1,0.5211640211640212
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,40,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,40,Rollout correct ratio,wdl_sft/correct_ratio,0.376953125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,40,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,40,Gradient norm,actor/grad_norm,8.810248374938965
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,41,Rollout correct ratio,wdl_sft/correct_ratio,0.408203125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,41,Gradient norm,actor/grad_norm,9.971595764160156
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,42,Rollout correct ratio,wdl_sft/correct_ratio,0.419921875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,42,Gradient norm,actor/grad_norm,8.468266487121582
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,43,Rollout correct ratio,wdl_sft/correct_ratio,0.359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,43,Gradient norm,actor/grad_norm,9.61447525024414
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,44,Rollout correct ratio,wdl_sft/correct_ratio,0.43359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,44,Gradient norm,actor/grad_norm,8.319643020629883
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,45,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4817073170731707
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,45,MBPP+,val-core/MBPP+/acc/pass@1,0.5132275132275133
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,45,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1640625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,45,Rollout correct ratio,wdl_sft/correct_ratio,0.421875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,45,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,45,Gradient norm,actor/grad_norm,7.824554920196533
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,46,Rollout correct ratio,wdl_sft/correct_ratio,0.49609375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,46,Gradient norm,actor/grad_norm,8.074313163757324
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,47,Rollout correct ratio,wdl_sft/correct_ratio,0.521484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,47,Gradient norm,actor/grad_norm,7.8336381912231445
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,48,Rollout correct ratio,wdl_sft/correct_ratio,0.453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,48,Gradient norm,actor/grad_norm,8.549703598022461
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,49,Rollout correct ratio,wdl_sft/correct_ratio,0.470703125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,49,Gradient norm,actor/grad_norm,7.676791191101074
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,50,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4878048780487805
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,50,MBPP+,val-core/MBPP+/acc/pass@1,0.5158730158730159
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,50,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,50,Rollout correct ratio,wdl_sft/correct_ratio,0.50390625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,50,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,50,Gradient norm,actor/grad_norm,8.21684455871582
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,51,Rollout correct ratio,wdl_sft/correct_ratio,0.47265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,51,Gradient norm,actor/grad_norm,7.8755717277526855
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,52,Rollout correct ratio,wdl_sft/correct_ratio,0.43359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,52,Gradient norm,actor/grad_norm,7.968156337738037
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,53,Rollout correct ratio,wdl_sft/correct_ratio,0.49609375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,53,Gradient norm,actor/grad_norm,7.858474254608154
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,54,Rollout correct ratio,wdl_sft/correct_ratio,0.4453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,54,Gradient norm,actor/grad_norm,10.168863296508789
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,55,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4878048780487805
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,55,MBPP+,val-core/MBPP+/acc/pass@1,0.5158730158730159
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,55,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,55,Rollout correct ratio,wdl_sft/correct_ratio,0.455078125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,55,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,55,Gradient norm,actor/grad_norm,7.148714065551758
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,56,Rollout correct ratio,wdl_sft/correct_ratio,0.388671875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,56,Gradient norm,actor/grad_norm,9.21338176727295
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,57,Rollout correct ratio,wdl_sft/correct_ratio,0.46875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,57,Gradient norm,actor/grad_norm,8.641530990600586
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,58,Rollout correct ratio,wdl_sft/correct_ratio,0.435546875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,58,Gradient norm,actor/grad_norm,8.87826919555664
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,59,Rollout correct ratio,wdl_sft/correct_ratio,0.46484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,59,Gradient norm,actor/grad_norm,7.769983768463135
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,60,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4817073170731707
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,60,MBPP+,val-core/MBPP+/acc/pass@1,0.4973544973544973
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,60,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,60,Rollout correct ratio,wdl_sft/correct_ratio,0.423828125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,60,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,60,Gradient norm,actor/grad_norm,7.402363300323486
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,61,Rollout correct ratio,wdl_sft/correct_ratio,0.46484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,61,Gradient norm,actor/grad_norm,7.915430068969727
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,62,Rollout correct ratio,wdl_sft/correct_ratio,0.41015625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,62,Gradient norm,actor/grad_norm,9.516162872314453
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,63,Rollout correct ratio,wdl_sft/correct_ratio,0.45703125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,63,Gradient norm,actor/grad_norm,7.734957218170166
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,64,Rollout correct ratio,wdl_sft/correct_ratio,0.4140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,64,Gradient norm,actor/grad_norm,8.252656936645508
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,65,HumanEval+,val-core/HumanEval+/acc/pass@1,0.49390243902439024
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,65,MBPP+,val-core/MBPP+/acc/pass@1,0.5158730158730159
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,65,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,65,Rollout correct ratio,wdl_sft/correct_ratio,0.46484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,65,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,65,Gradient norm,actor/grad_norm,8.339192390441895
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,66,Rollout correct ratio,wdl_sft/correct_ratio,0.509765625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,66,Gradient norm,actor/grad_norm,6.505254745483398
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,67,Rollout correct ratio,wdl_sft/correct_ratio,0.490234375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,67,Gradient norm,actor/grad_norm,7.590167045593262
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,68,Rollout correct ratio,wdl_sft/correct_ratio,0.416015625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,68,Gradient norm,actor/grad_norm,9.395133018493652
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,69,Rollout correct ratio,wdl_sft/correct_ratio,0.443359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,69,Gradient norm,actor/grad_norm,7.588437557220459
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,70,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,70,MBPP+,val-core/MBPP+/acc/pass@1,0.5211640211640212
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,70,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1328125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,70,Rollout correct ratio,wdl_sft/correct_ratio,0.439453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,70,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,70,Gradient norm,actor/grad_norm,8.654704093933105
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,71,Rollout correct ratio,wdl_sft/correct_ratio,0.3984375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,71,Gradient norm,actor/grad_norm,9.462004661560059
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,72,Rollout correct ratio,wdl_sft/correct_ratio,0.447265625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,72,Gradient norm,actor/grad_norm,7.621694087982178
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,73,Rollout correct ratio,wdl_sft/correct_ratio,0.45703125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,73,Gradient norm,actor/grad_norm,9.020442008972168
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,74,Rollout correct ratio,wdl_sft/correct_ratio,0.359375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,74,Gradient norm,actor/grad_norm,9.619194030761719
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,75,HumanEval+,val-core/HumanEval+/acc/pass@1,0.47560975609756095
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,75,MBPP+,val-core/MBPP+/acc/pass@1,0.5052910052910053
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,75,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,75,Rollout correct ratio,wdl_sft/correct_ratio,0.513671875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,75,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,75,Gradient norm,actor/grad_norm,7.901623249053955
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,76,Rollout correct ratio,wdl_sft/correct_ratio,0.5546875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,76,Gradient norm,actor/grad_norm,7.469186782836914
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,77,Rollout correct ratio,wdl_sft/correct_ratio,0.50390625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,77,Gradient norm,actor/grad_norm,7.699380874633789
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,78,Rollout correct ratio,wdl_sft/correct_ratio,0.40625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,78,Gradient norm,actor/grad_norm,7.974114418029785
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,79,Rollout correct ratio,wdl_sft/correct_ratio,0.517578125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,79,Gradient norm,actor/grad_norm,7.161762237548828
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,80,HumanEval+,val-core/HumanEval+/acc/pass@1,0.4817073170731707
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,80,MBPP+,val-core/MBPP+/acc/pass@1,0.5132275132275133
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,80,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1484375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,80,Rollout correct ratio,wdl_sft/correct_ratio,0.537109375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,80,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,80,Gradient norm,actor/grad_norm,7.726818084716797
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,81,Rollout correct ratio,wdl_sft/correct_ratio,0.416015625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,81,Gradient norm,actor/grad_norm,9.0072660446167
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,82,Rollout correct ratio,wdl_sft/correct_ratio,0.37109375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,82,Gradient norm,actor/grad_norm,8.042867660522461
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,83,Rollout correct ratio,wdl_sft/correct_ratio,0.44140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,83,Gradient norm,actor/grad_norm,9.159014701843262
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,84,Rollout correct ratio,wdl_sft/correct_ratio,0.501953125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,84,Gradient norm,actor/grad_norm,9.080302238464355
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,85,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,85,MBPP+,val-core/MBPP+/acc/pass@1,0.48677248677248675
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,85,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.1328125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,85,Rollout correct ratio,wdl_sft/correct_ratio,0.494140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,85,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,85,Gradient norm,actor/grad_norm,7.660703182220459
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,86,Rollout correct ratio,wdl_sft/correct_ratio,0.3828125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,86,Gradient norm,actor/grad_norm,8.413692474365234
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,87,Rollout correct ratio,wdl_sft/correct_ratio,0.44921875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,87,Gradient norm,actor/grad_norm,7.689579963684082
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,88,Rollout correct ratio,wdl_sft/correct_ratio,0.365234375
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,88,Gradient norm,actor/grad_norm,10.186351776123047
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,89,Rollout correct ratio,wdl_sft/correct_ratio,0.564453125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,89,Gradient norm,actor/grad_norm,6.555694103240967
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,90,HumanEval+,val-core/HumanEval+/acc/pass@1,0.5060975609756098
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,90,MBPP+,val-core/MBPP+/acc/pass@1,0.4973544973544973
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,90,LiveCodeBench,val-core/LiveCodeBench/acc/pass@1,0.140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,90,Rollout correct ratio,wdl_sft/correct_ratio,0.369140625
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,90,HumanEval+ extraction fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,90,Gradient norm,actor/grad_norm,9.513178825378418
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,91,Rollout correct ratio,wdl_sft/correct_ratio,0.53125
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,91,Gradient norm,actor/grad_norm,6.6010918617248535
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,92,Rollout correct ratio,wdl_sft/correct_ratio,0.451171875
Cold-start 1.7B Stage1 $\beta=0.1$,beta01,92,Gradient norm,actor/grad_norm,8.287718772888184
